CityName,Latitude,Longitude,CountryName
Kpedekpo,7.2325499,2.5006873,Benin
Jarreng,13.62233,-15.191116,Gambia
Arusha Region,-2.7170632,35.6812537,United Republic of Tanzania
Ippy,6.2605641,21.2000369,Central African Republic
Nkambe,6.5783833,10.7062394,Cameroon
Adjame,5.1071466,-5.5865623,Cote d'Ivoire
Karita,1.529158,34.841554,Uganda
Yida,21.5810088,39.1653612,South Sudan
West Beqaa,33.5944176,35.734677027337455,Lebanon
Rafid,33.5723733,35.8150814,Syrian Arab Republic
Yaoundé-Mokolo,3.87562575,11.498414789249086,Cameroon
Huaphanh,20.2354748,103.6203387,Lao People's Democratic Republic
Alaotra Mangoro (Region),-18.0186831,48.35534162207293,Madagascar
Mandava,50.9305014,14.6187239,Zimbabwe
Gakenke,-1.67180565,29.785926052391446,Rwanda
Kabalo,-6.0500915,26.9160693,Democratic Republic of the Congo
Serrekunda,13.438762,-16.674807,Gambia
Bulacan,15.0,121.083333,Philippines
Tindouf,27.54390695,-6.239925131375032,Algeria
Chouf,36.4094726,4.8901148,Lebanon
Hajar Aswad,33.4557664,36.30340845365239,Syrian Arab Republic
Mukoso,-6.2469738,19.1605147,Democratic Republic of the Congo
Nema,16.6173344,-7.2663798,Mauritania
Phnom Penh,11.568271,104.9224426,Cambodia
Brikama,13.25851295,-16.499703945251284,Gambia
Mbizo 1,-18.9024903,29.8456907,Zimbabwe
Geidam,10.4612118,11.9967485,Nigeria
Pujehun,7.3566114,-11.7212785,Sierra Leone
Erbil,36.1911653,44.0094294,Iraq
Keetmanshoop,-26.5816902,18.1365094,Namibia
Tehran Market,34.0273728,-118.488516,Iran  (Islamic Republic of)
Bushenge,-1.0743334,29.0026672,Rwanda
Lichinga,-13.2999118,35.2458642,Mozambique
Katutu,13.5412555,4.8414996,Democratic Republic of the Congo
So-Ava,6.5126364,2.4436602381870856,Benin
Odienne,9.504431,-7.561942,Cote d'Ivoire
Pasar Seketeng,-8.50262205,117.42908278402614,Indonesia
Mumbai,19.0785451,72.878176,Bassas da India
Quetta,30.1957677,67.0172447,Pakistan
Rwamagana,-1.951239,30.434885,Rwanda
Gossi,15.819721,-1.3101051,Mali
Ndiago,16.1684327,-16.5100364,Mauritania
Dunai,28.903017650000002,82.8966478813295,Nepal
Kotwa,26.50381755,84.85218057655418,Zimbabwe
Zinvié,6.6133818,2.3567957,Benin
Zgharta,34.3929847,35.8967113,Lebanon
Nselema,-14.7165578,35.5521458,Malawi
Marka,1.6530383,44.775966682523844,Malawi
Pasar Kota Lhokseumawe,5.1838019,97.1414833,Indonesia
Bonthe,7.5292766,-12.5131866,Sierra Leone
Cacine,11.12915,-15.02007,Guinea-Bissau
Chernihiv,51.272593,31.7417235,Ukraine
Sulaimaniyah,35.56141115,45.3170113717457,Iraq
Ta Khmau,11.4687395,104.9451162,Cambodia
Negros Occidental,10.416667,123.0,Philippines
Gorongoza,-13.0946958,39.8180431,Mozambique
Kanpetlet,21.1933082,94.0586224,Myanmar
Say Tha Mar Gyi,20.2038841,92.79060420209169,Myanmar
Morena,26.166667,77.5,Bassas da India
Chitipa,-9.9728541,33.41202427956999,Malawi
Aba,5.112735,7.364349,Nigeria
Derashe,5.5623074,37.4134824922875,Ethiopia
Mulomba,-14.8924739,34.3186275,Malawi
Sibut,5.7350828,19.0850538,Central African Republic
Pasar Sanggeng,-0.86549065,134.0661816273403,Indonesia
Birere,-0.738333,30.721111,Democratic Republic of the Congo
Maghama,15.5101724,-12.8502902,Mauritania
Thet Kay Pyin,20.913309,92.373779,Myanmar
Ghat,26.0198133,10.4339911,Libya
Kamwendo,-13.8302494,33.0450285,Malawi
Lagos,6.4550575,3.3941795,Nigeria
Albay,13.216667,123.55,Philippines
Nili,33.7582445,66.07477897377346,Afghanistan
Ar-Raqqa,35.949678,39.0089212,Syrian Arab Republic
Ber,48.8986773,7.1572261,Mali
Artashat,39.9566633,44.5471007,Armenia
Tomali,34.68246,126.81517,Malawi
Kostanay,52.0615626,62.9372689,Kazakhstan
Pasar Langgur,-5.6536663,132.7400411,Indonesia
Camiguin,9.1739753,124.7256992,Philippines
Nueva Ecija,15.583333,121.0,Philippines
Jimila,-19.493194000000003,27.74047262732859,Zimbabwe
Causeni,46.6395913,29.4056631,Moldova Republic of
Mamou,10.6619269,-12.1139542,Guinea
Nueva Vizcaya,16.35,121.13,Philippines
Mitundu,-14.248669,33.7787688,Malawi
Ouattagouna,15.1816275,0.7213021,Mali
Zoueiratt,22.7374428,-12.4728954,Mauritania
Pokrovka,47.93472,38.27843,Kyrgyzstan
Multan,30.197838,71.4719683,Pakistan
Kampong Thom,12.6687923,104.8879197,Cambodia
Mariental,52.2777312,10.9865227,Namibia
Maiduguri,11.8395375,13.1536214,Nigeria
Pasar Pon,-8.095073,112.1704214,Indonesia
Libenge,3.76138465,18.96757168000161,Democratic Republic of the Congo
Moyale,3.5241898,39.0512683,Ethiopia
Nyamapanda,-16.964407,32.852848,Zimbabwe
Al Tafilah,30.833333,35.5999999,Jordan
Kayongozi,-3.2712171,30.3285595,Burundi
Bangula,-16.5751399,35.1177792,Malawi
Davao del Sur,6.6983658,125.3612135,Philippines
Nsanje,-16.7199917,35.101108793623865,Malawi
Lanao del Norte,7.9579723,123.9021124,Philippines
Nyamirambo,-1.963856,30.0599307,Rwanda
Misuku,-9.6816717,33.5244859,Malawi
Uliwa,-10.4524968,34.2106778,Malawi
Phalula,-15.2258798,34.8916589,Malawi
Hyderabad,17.360589,78.4740613,Bassas da India
Siem Reap,13.3617562,103.8590321,Cambodia
Goma,-1.6665685,29.225652,Democratic Republic of the Congo
Bhopal,23.2584857,77.401989,Bassas da India
Mbagne,16.1483748,-13.7871497,Mauritania
Kuajok,8.3024209,27.9789446,South Sudan
Babylon,32.544713200000004,44.431814334435785,Iraq
Jawzjan,36.9665706,65.9560232,Afghanistan
Chisinau,47.0245117,28.8322923,Moldova Republic of
Dar'a (XB),14.9204806,105.0706831,Syrian Arab Republic
Moradabad,28.8638424,78.80577833091104,Bassas da India
Kajiba,-6.111216649999999,23.618259869786087,Democratic Republic of the Congo
Dole,47.0921047,5.4925463,Niger
Katavi Region,-6.3015493,30.9278274,United Republic of Tanzania
Androy (Region),-24.6805968,45.52438057090155,Madagascar
Doun Keo,13.4674385,103.7446663,Cambodia
Pasar Kelapa,-6.0244191,106.0509749,Indonesia
Wum,8.95,12.383333,Cameroon
Hoshangabad,22.6503147,77.7509281,Bassas da India
Rubaho,-3.854579,30.2203968,Burundi
Douala-Bonaberi,4.0822098,9.6649718,Cameroon
Mashala,17.3220119,76.2404891,Democratic Republic of the Congo
Tete,-15.5205193,32.7682742,Mozambique
Debark,13.1585017,37.8990358,Ethiopia
Kibungo,-2.1401206,30.5548782,Rwanda
Siliguri,26.7164127,88.4309916,Bassas da India
Boda,46.0808583,18.0478346,Central African Republic
Sin Tet Maw,20.06769965,92.9925927044079,Myanmar
Motihari,26.66951195,84.95741062485514,Bassas da India
Kabaya,-1.2855546,29.6822872,Rwanda
Zambales,15.23,120.12,Philippines
Dhuusamarreeb,5.5360772,46.3830844,Somalia
Jali,3.866667,108.016667,Malawi
Luangnamtha,20.933004,101.05867365757615,Lao People's Democratic Republic
Qadisiya,31.9599617,45.1197814,Iraq
Pasar Bersehati,1.49675055,124.8420064373845,Indonesia
Torwood 2,53.39279295,-3.0699151383038146,Zimbabwe
Jisr al shughur,35.8155686,36.3174963,Syrian Arab Republic
Batroun,34.2548879,35.6588567,Lebanon
Kissidougou,9.2101274,-10.1215917,Guinea
Dhankuta,26.9825083,87.3451034,Nepal
Tin essako,18.4509602,2.4897883,Mali
Chikuku,-19.991314850000002,31.862526817820985,Zimbabwe
Battambang,12.9256791,103.23171364274523,Cambodia
Bangassou,4.743526,22.8232963,Central African Republic
Aktau,43.6353364,51.168222,Kazakhstan
Jenda,-1.6115717,29.4502157,Malawi
Lola,8.087320850000001,-81.48741778611293,Guinea
Pasar Karombasan,1.4567512,124.84020418340708,Indonesia
Pasar Dupa,0.4957185,101.4534693,Indonesia
Paktya,33.705724,69.4083555,Afghanistan
Pasar Gemolong,-7.3980777,110.82957833434207,Indonesia
Orto-Nura,41.536176,76.21448,Kyrgyzstan
Surigao del Norte,9.7815753,125.4888509,Philippines
Paoua,7.2407,16.432496,Central African Republic
Paung Toke,20.54825,93.236328,Myanmar
Gitobe,-2.6483606,30.2012236,Burundi
Binga,0.792778,103.835,Zimbabwe
Zliten,32.467562,14.56564,Libya
Bakau,13.477453,-16.6779085,Gambia
Pasar Boswezen,-0.86267385,131.24730985000002,Indonesia
Kigamba,-3.067389,30.541011,Burundi
Deder,9.312287,41.442772,Ethiopia
Visakhapatnam,17.7231276,83.3012842,Bassas da India
Jablah,35.3592457,35.9252848,Syrian Arab Republic
Kayenzi,-2.8955689,30.356728,Rwanda
Beni,9.5293472,2.2584408,Democratic Republic of the Congo
Catanduanes,13.833333,124.25,Philippines
Iloilo,10.9522168,122.5799456,Philippines
Pasar Teratai,-0.00702785,109.31136885,Indonesia
La Trinidad,16.4617181,120.5885189,Philippines
Thete,-14.3145997,34.0964009,Malawi
Sheikh Sa'ad,31.54825915,34.5002203991496,Syrian Arab Republic
Kaedi,16.1523684,-13.5039868,Mauritania
Sunyani,7.3384389,-2.3309226,Ghana
Belagavi,15.8572666,74.5069343,Bassas da India
Kapan,39.2075659,46.4049281,Armenia
Sava (Region),-14.36766925,49.71181686530285,Madagascar
Embangweni,-12.1420534,33.4717291,Malawi
Kanthar,24.0236039,74.9782562,Myanmar
Kamembe,-2.486835,28.9085776230496,Rwanda
Dungu,45.5539697,25.892266,Democratic Republic of the Congo
Wayanad,11.71512915,76.12711850740615,Bassas da India
AlMarj,-22.933349200000002,-43.11383603316615,Libya
Dindigul,10.3303299,78.0673979084697,Bassas da India
Kalalé,10.2880733,3.3792735,Benin
Kosti,1.1,34.066667,Sudan
Mzimba,-11.845810199999999,33.55783191131472,Malawi
Kassoua-Allah,9.6752889,1.370362,Benin
Boe,-0.5423003,166.9160608849572,Guinea-Bissau
Meerut,29.000652549999998,77.76822875372174,Bassas da India
Madisi,-11.2644272,33.7820125,Malawi
Dzaleka,-13.66144665,33.87061964812652,Malawi
Kimisagara,-1.9491765,30.0502799,Rwanda
Yerevan,40.1777112,44.5126233,Armenia
Pasar Sangkumpal Bonang,1.3773121499999998,99.27026180734758,Indonesia
Faranah,10.3143203,-10.890097,Guinea
Kizi,-2.8927607,30.24521,Rwanda
Mazar,52.0475482,29.2667179,Afghanistan
Saminaka,10.4110334,8.669981111225605,Nigeria
Tema,5.6596441,-0.0096592,Ghana
Simikot,29.9728637,81.8201602,Nepal
Busoni,-2.5261969,30.2170754,Burundi
Laghman,34.783333,70.183333,Afghanistan
Pemba,-5.16906245,39.799425084716006,Mozambique
Maidan Wardak,34.3191345,68.3360426,Afghanistan
Massinga,-22.846429399999998,35.08693013227208,Mozambique
Chikhwawa,-16.0271313,34.7912153,Malawi
Tshelanyemba,-21.3497967,28.4866868,Zimbabwe
Dhamar,14.7384268,44.2709597,Yemen
Chiro,10.9532783,39.2311902,Ethiopia
Mponela,-13.5297184,33.7371277,Malawi
Ujjain,23.1885131,75.7716562,Bassas da India
Nam Kam,16.9139139,104.7281215,Myanmar
Paktika,32.3936231,68.7036514,Afghanistan
Koinadugu,9.3727454,-11.3253109,Sierra Leone
Tanga Region,-5.202134,38.2275548,United Republic of Tanzania
Rushashi,-1.7351836,29.8569217,Rwanda
Monday,-25.5125747,-54.7205354,Nigeria
Gwanda town,-20.9414292,29.0036855,Zimbabwe
Apayao,18.12,121.19,Philippines
Katoto,1.6526944,30.3471944,Zimbabwe
Panjsher,35.4338536,69.7930899,Afghanistan
Affamè,6.8262684,2.4734058,Benin
Pasar Bunder,-7.4299548,111.0202923704964,Indonesia
Shwegu,24.2278257,96.7874052,Myanmar
Kigeme,-3.0955151,30.7545731,Rwanda
Falam,23.44561555,93.71180040461054,Myanmar
Shivamogga,13.9326093,75.574978,Bassas da India
Anderamboukane,15.4220566,3.0224703,Mali
Total,0.3596739,32.7525748,Congo
Moba,-7.0427487,29.7737268,Democratic Republic of the Congo
Khost,33.4014634,69.8912294,Afghanistan
Sawla,20.733549099999998,78.17341123498142,Ethiopia
Douentza,15.0068749,-2.9529649,Mali
Attara,15.6605528,-4.3511695,Mali
Gobabis,-22.4495283,18.9724666,Namibia
Kisangani,0.5184021,25.2057292,Democratic Republic of the Congo
Pasar Smep,-5.40933505,105.25510325966397,Indonesia
Canchungo,12.066422,-16.031912,Guinea-Bissau
Sékou,6.6361649,2.2270883,Benin
Yunusari,13.2502611,11.488660035359459,Nigeria
Al Balad,15.631824,43.698284,Syrian Arab Republic
Ngozi,-2.8776895,29.8994986,Burundi
Betsiboka (Region),-17.095744,47.26007086801634,Madagascar
Pasar Gamalama,0.7943099,127.3898083,Indonesia
Pitche,12.326137,-13.954994,Guinea-Bissau
Guimaras,10.5730629,122.6238907,Philippines
Ngaoundaye,7.476419,15.60212,Central African Republic
Mbandaka,0.0470732,18.2564803,Democratic Republic of the Congo
Bunia,1.5620529,30.2478844,Democratic Republic of the Congo
Mole,16.7172784,74.9213792,Democratic Republic of the Congo
Dombotombo,-18.1876881,31.557911934694108,Zimbabwe
Base,30.0560306,96.9177513,Rwanda
Tarija,-21.583333,-63.833333,Bolivia
Angwa,35.8598427,127.1208356,Zimbabwe
Nkoto,-1.9173096,20.9127432,Rwanda
Kiyanzi,-4.79339,18.20919,Rwanda
Wadata,13.8937922,4.0511008,Niger
Jadcherla,16.7699159,78.1377227,Bassas da India
Al Waer,38.9025831,-75.4271135,Syrian Arab Republic
Quinhamel,11.894183,-15.851309,Guinea-Bissau
Windhoek,-22.5776104,17.0772739,Namibia
Pasar Pandan Sari,-1.2385274499999999,116.8245932527376,Indonesia
Cuddalore,11.7564329,79.7634644,Bassas da India
Kétou,7.3604193,2.6024222,Benin
Mountain Province,17.0922325,120.9737242,Philippines
Cavite,14.2554073,120.8671503,Philippines
Sums,-43.56921,172.75681,Ukraine
Afrin,36.5083795,36.870089,Syrian Arab Republic
Bayan-Ulgii,48.5470083,89.8549358,Mongolia
Dar es Salaam Region,-6.8160837,39.2803583,United Republic of Tanzania
Pasar Peunayong,5.56000105,95.31974624956317,Indonesia
Tripoli center,32.8075067,13.3450426,Libya
Segno Gebeya,11.1870683,36.9775771,Ethiopia
Konkyan,23.8324005,98.5362597,Myanmar
Nyamata,-2.1508074,30.120872826379067,Rwanda
Giharo,-3.7802425,30.2353649,Burundi
Baghlan,35.75,69.0,Afghanistan
Arslanbob,41.3376236,72.9277135,Kyrgyzstan
Gombe,10.38301,11.206567,Nigeria
Kismayo,-0.52111695,41.98535737338791,Somalia
Diguiciré,14.67,-5.073,Mali
Bursari,12.4514335,10.7178005,Nigeria
Atsimo Atsinanana (Region),-23.22352375,47.28351755280973,Madagascar
Dar'a,32.6224342,36.1109696,Syrian Arab Republic
Mwakiro,-3.08953765,30.31235815875472,Burundi
Jowhar,2.90464045,45.58316648336164,Somalia
Karimnagar,18.4348122,79.1328042,Bassas da India
Lizulu,-14.51783,34.4654651,Malawi
Malda,25.0057449,88.1398483,Bassas da India
Pasar Petisah,3.5904531,98.66642826075466,Indonesia
Dowa,-13.53875785,33.7781079828639,Malawi
Moemauk,24.2417507,97.3882306,Myanmar
Ghazni,33.3149631,67.828989,Afghanistan
Guwahati,26.1805978,91.753943,Bassas da India
Dandora (Nairobi),-1.2490727499999998,36.8962891457452,Kenya
Shashemene,7.2010144,38.5953618,Ethiopia
Namtu,23.09574,97.3980881,Myanmar
Guidiguir,13.6720361,9.830846,Niger
Chimoio,-19.1437458,33.4780059,Mozambique
Buhanda,-2.2289051,29.6621464,Rwanda
Cuttack,20.4686,85.8792,Bassas da India
Pasar Kramat,-6.77041215,108.41502830624671,Indonesia
Muzinda,0.3016433,32.4308254,Burundi
Hawassa,7.0481029,38.47861,Ethiopia
Obock,12.17398865,43.11481461762034,Djibouti
Pakhangyi,21.5393985,95.203753,Myanmar
Mzuzu,-11.4607518,34.0226422,Malawi
Addis Ababa,9.0107934,38.7612525,Ethiopia
Jau,45.4079954,-0.9583826,South Sudan
Duma,33.5696629,36.4012933,Syrian Arab Republic
Kandal,11.396262499999999,105.02078685074581,Cambodia
Faryab,35.9261784,64.6237758,Afghanistan
Ho,51.4960092,-0.12983179457250804,Ghana
Pasar Tugu,-6.1269855,106.91765875986306,Indonesia
Malomo,-13.1473254,33.8362182,Malawi
Bilaspur,28.8680526,79.29838501460121,Bassas da India
Rugarama,-1.43031595,29.75431081382999,Rwanda
Kara-Balta,42.8023631,73.8526559,Kyrgyzstan
Pasar Manonda,-0.9033461,119.8508441,Indonesia
Yendi,9.4466478,-0.0035068,Ghana
Nayuchi,-14.9792364,35.8731949,Malawi
Kibuye (Karongi),-2.0703033,29.3521533,Rwanda
Pasar Agung,-7.58147195,110.83796252221765,Indonesia
Kapisa,34.905556,69.741667,Afghanistan
Kota,25.1737019,75.8574194,Bassas da India
Nyamande,-8.8236722,34.9616472,Zimbabwe
Delo,-3.709176,137.1624505,Ethiopia
Xai Xai,-25.044479,33.64073,Mozambique
Bocaranga,6.995897,15.638835,Central African Republic
Ankara,39.9207886,32.8540482,Turkey
Ibadan,7.3777462,3.8972497,Nigeria
Kageyo,-1.8664504,29.57828604028806,Rwanda
South Cotabato,6.2855239,124.9333096,Philippines
Dhangadhi,26.7543893,86.4026859,Nepal
Ali Sabieh,11.2133809,42.8699249,Djibouti
Neno,-15.51371825,34.68322049013118,Malawi
Baghdad,33.3061701,44.3872213,Iraq
Luang Prabang,19.8887438,102.135898,Lao People's Democratic Republic
Coimbatore,11.0018115,76.9628425,Bassas da India
Izra',48.5521734,21.5473253,Syrian Arab Republic
Hopone,19.7600741,97.1436679,Myanmar
Musenyi,-3.3774707,30.180956,Burundi
Biltine,14.525174,20.928701,Chad
Pasar Kranji,-6.2261737,106.97941247756819,Indonesia
Nookat,40.2657382,72.6178387,Kyrgyzstan
Kabeza,0.0869736,30.3339883,Rwanda
Musikot,28.612947249999998,82.47049757495851,Nepal
Aley,33.8082697,35.6061181,Lebanon
Dasso,7.0109964,2.4669881,Benin
Aroresa,9.4399966,43.0907615,Ethiopia
Ascot Shopping Centre,-20.1599069,28.6092857,Zimbabwe
Ai Cheng,29.0882136,115.7625995,Myanmar
Gharm,39.0274695,70.3738916,Tajikistan
Maphisa,-21.066018,28.457861,Zimbabwe
Skuta,46.3632574,14.5577388,Zimbabwe
Tonka,50.1868553,13.1528003,Mali
Gujungu,12.3626414,9.582104,Nigeria
Balkh,36.7581256,66.8980826,Afghanistan
Berea,-29.1963971,27.9175581,Lesotho
Nablus,32.2205316,35.2569374,State of Palestine
Kayanza,-3.0083103,29.6195628,Burundi
Zabul,32.3068942,67.129904,Afghanistan
Temera,16.9985919,-0.9546355,Mali
Forgho,16.5077908,-0.0733067,Mali
Kutkai,23.4593156,97.9384704,Myanmar
Pasar Kranggan,-6.3645703,106.9238123,Indonesia
Xudur,4.1237042,43.8915563,Somalia
Pasar Labukkang,-4.0067909,119.6277197,Indonesia
Kalobeyei (Village 3),3.7687083,34.6232794,Kenya
Abeibara,19.3494891,1.8443903,Mali
Matibi,-20.7500478,30.4873004,Zimbabwe
Kampong Speu,11.57753675,104.27140233242656,Cambodia
Liwonde,-15.067850700000001,35.23032480256449,Malawi
Myo Ma Zay,23.203196300000002,95.51918885936973,Myanmar
Gbadolite,4.2812396,20.9999077,Democratic Republic of the Congo
Banga Lubaka,-5.6037221,20.544141224317155,Democratic Republic of the Congo
Soma,39.185172,27.6088792,Gambia
Trinidad,10.443024300000001,-61.26130538878063,Bolivia
Gardez,33.6014533,69.2235518,Afghanistan
Pasar Mundu,-7.77555395,109.87050201021162,Indonesia
Sa'ada,17.063405,43.914884,Yemen
Dornod,47.6772781,115.2177155,Mongolia
Pasar Masomba,-0.9078998,119.87874509040768,Indonesia
Pangasinan,15.916667,120.333333,Philippines
Naryn,41.36706575,75.99318378659194,Kyrgyzstan
Warangal,17.9820644,79.5970954,Bassas da India
Kampot,10.6314754,104.132637,Cambodia
Lubumbashi,-11.6642316,27.4826264,Democratic Republic of the Congo
Dar Paing,20.170469,92.83435,Myanmar
Pasar Beringin,-2.06279875,101.39547145551245,Indonesia
Basilan,6.578645,122.034922,Philippines
Pasar Inpres Naikoten,-10.178053649999999,123.60026054326741,Indonesia
Abalak,15.463729,6.281312,Niger
Berd,40.829786600000006,45.43899860862679,Armenia
Al Bab,36.3711098,37.5143955,Syrian Arab Republic
Rukwa Region,-7.7511321,30.9487902,United Republic of Tanzania
Bolga,10.7853963,-0.8487322,Ghana
Kajiji,12.537262,4.9362355,Democratic Republic of the Congo
Bhairahawa,27.6853559,83.4184781,Nepal
Nainawa,10.264757,10.321103,Iraq
Hargeysa,9.561733,44.061803,Somalia
Karongi,-2.17132825,29.441250451431387,Rwanda
Zakarpattya,48.2953664,23.4466092,Ukraine
Kirkuk,35.4719308,44.3953896,Iraq
Bystrovka,42.7882884,75.697228,Kyrgyzstan
Avoca,41.4776567,-95.3394897,Zimbabwe
Lilongwe,-13.9875107,33.768144,Malawi
Bururi,-3.8581592,29.584379,Burundi
Wassu,-3.618081,128.493251,Gambia
Mbout,2.7621642,11.0869803,Mauritania
Bossangoa,6.4924441,17.4463162,Central African Republic
Mayabunder,12.7701746,92.83131186045273,Bassas da India
Dehradun,30.3255646,78.0436813,Bassas da India
Maradi Commune,13.4866973,7.1030475,Niger
Muramvya,-3.2751181,29.6307855,Burundi
Sulu,5.9942808,121.0787926,Philippines
Yenanchaung,20.4909007,94.9031907,Myanmar
Bharatpur,29.3582395,79.547882,Bassas da India
Dharmapuri,12.09680475,78.19304301026716,Bassas da India
Mahombekombe,-16.526093799999998,28.7773321099384,Zimbabwe
Baabda,33.8338977,35.5443697,Lebanon
Kebri Dehar,6.7389461,44.2804067,Ethiopia
Thyolo,-16.128774749999998,35.14491322382413,Malawi
Montepuez,-12.6245282,38.58900662849378,Mozambique
Daykundi,33.725113,66.2196554,Afghanistan
Zamboanga del Norte,8.0,122.666667,Philippines
Nashik,20.0112475,73.7902364,Bassas da India
Oriental Mindoro,13.2,121.2,Philippines
Port Loko,8.7643754,-12.7819558,Sierra Leone
Carnot,4.9421173,15.8690967,Central African Republic
Tandag,9.0799833,126.1974606,Philippines
Bohicon,7.1816331,2.0695683,Benin
Aizawl,23.7435236,92.7382905,Bassas da India
Amran,16.230218,43.909834,Yemen
Pasar Sidodadi,-0.16172985,116.95758006612917,Indonesia
Khan Arnaba,33.2391876,35.889477316334,Syrian Arab Republic
Bokeo,20.317445,100.3958112,Lao People's Democratic Republic
Kiev,50.4500336,30.5241361,Ukraine
Udaipur,24.578721,73.6862571,Bassas da India
El Geneina,13.4435,22.4452278,Sudan
Pasar Bangka,-6.245745149999999,106.8153248,Indonesia
Singida Region,-5.2902148,34.6367444,United Republic of Tanzania
Kikwit,-5.0610453,18.808744282510744,Democratic Republic of the Congo
Kilimanjaro Region,-3.476279,37.3872648,United Republic of Tanzania
Gorakhpur,26.6711433,83.36457243864551,Bassas da India
Kapchorwa,1.33106065,34.39616563403531,Uganda
Samarkandek,40.0276663,70.4355865,Kyrgyzstan
Nkhate,-16.1439904,34.9567335,Malawi
Long Tan,43.9095188,126.5590664,Myanmar
Gulu,3.0199023,32.38825103502008,Uganda
Nyabikere,-3.2653493,30.111956,Burundi
Chernivtsi,48.2864702,25.9376532,Ukraine
Tabora Region,-5.1913822,32.5080629,United Republic of Tanzania
Obo,60.9943157,75.5139561,Central African Republic
Checheche,-20.7635571,32.2271979,Zimbabwe
Mishiha,-3.0729759999999997,30.722470638076356,Burundi
Tenenkou,14.4547633,-4.9164995,Mali
Vatovavy Fitovinany (Region),-21.266033399999998,47.863708707508536,Madagascar
Musha,25.6422228,74.7860384,Rwanda
Wunrok,8.989333,28.303667,South Sudan
Pasar Lama Sentani,-2.5679367,140.5047647,Indonesia
Pasar Kayu Jati,0.8512082,99.561119125,Indonesia
Agartala,23.8312377,91.2823821,Bassas da India
Ajloun,32.3323294,35.7520522,Jordan
Sadung,25.3962189,97.8984954,Myanmar
Saharanpur,29.9880774,77.5081299470512,Bassas da India
Hilmand,31.0,64.0,Afghanistan
Arba Minch,6.0215142,37.5539809,Ethiopia
