CityName,Latitude,Longitude,CountryName
Pasar Raya,-1.591359,102.0067962,Indonesia
Aweil Town,9.24249105,27.743200960843335,South Sudan
Owando,-0.481343,15.896645,Congo
Stung Treng,13.852468,106.0889848986395,Cambodia
Laguna,14.1696476,121.3336526,Philippines
Bedanda,11.348427,-15.112394,Guinea-Bissau
Pakokku Myo Ma Market,21.3290608,95.07259458879295,Myanmar
Geita Region,-3.1865265,32.0855702,United Republic of Tanzania
Pasar Wage,-7.4267725,109.2491574,Indonesia
Pasar Tual,-5.6332807,132.7433793,Indonesia
As-Sanamayn,33.0732448,36.1833927,Syrian Arab Republic
Pasar Bintan Centre,0.9203195,104.5067135,Indonesia
Biringi,2.8171649,30.3560641,Democratic Republic of the Congo
Pasar Horas,2.95936465,99.06688165276958,Indonesia
Ah Nauk Pyin,21.021919,92.508827,Myanmar
Armavir,44.9993585,41.1294061,Armenia
Bambadinca,12.023539,-14.860555,Guinea-Bissau
Kabuga,11.9945942,8.479822246337452,Rwanda
Murghob,38.1709568,73.9668836,Tajikistan
Asmara,15.3389667,38.9326763,Eritrea
Zablatani,33.5159326,36.3189225,Syrian Arab Republic
Nam San Yang,31.9264144,121.4695909,Myanmar
Raiganj,25.680653900000003,88.12464576019889,Bassas da India
Oshakati,-17.7826518,15.6986,Namibia
Tshibamba,-5.937222,22.639167,Democratic Republic of the Congo
Kanpur,26.4609135,80.3217588,Bassas da India
Gatore,-2.6583354,29.4973865,Rwanda
Toufoundé-Civé,15.6629989,-13.2481814,Mauritania
Kharkivka,51.70406,34.240608,Ukraine
Prey Veng,11.365959700000001,105.45572772976189,Cambodia
Cagayan,18.0,121.833333,Philippines
Mukalla,14.5424624,49.1231345,Yemen
Zarqa,32.0668425,36.0885771,Jordan
Yaloké,5.3165124,17.1019118,Central African Republic
Pasar Kranggot,-6.0180871,106.0653095,Indonesia
Damara,4.9561279,18.6977075,Central African Republic
Baguio,16.4119955,120.593371,Philippines
Mwetshi,-4.6906558,22.63381,Democratic Republic of the Congo
Échelle,48.0373767,-0.6309989,Mali
Pasar Kartasura,-7.551957,110.7404109,Indonesia
Kalobeyei (Village 2),3.7687083,34.6232794,Kenya
Ubari,43.0563455,141.9739081,Libya
Nyagatare,-1.298632,30.329535,Rwanda
Vijaywada,16.511298,80.6346206,Bassas da India
Derna,47.204854,22.3078138,Libya
Kasiya,25.5432299,81.5415944,Malawi
Kabacuzi,-1.9545998,29.745904973656646,Rwanda
Hebron,31.528902,35.0944873,State of Palestine
Berbérati,4.2593379,15.7877826,Central African Republic
Uzgen,40.7707645,73.2978049,Kyrgyzstan
Bathinda,30.17911535,75.04710156312628,Bassas da India
Ifugao,16.833333,121.166667,Philippines
Twil,15.5241887,-10.14249114387856,Mauritania
Afgooye,2.23548745,44.99694192797743,Somalia
Bozoum,6.3147379,16.3806392,Central African Republic
Gokwe,-18.224982,28.953933,Zimbabwe
Pasar Aviari,1.0505256,103.9696929,Indonesia
Chadcombe,-17.8562662,31.1129615,Zimbabwe
Salah al-deen,31.3386764,34.3078362,Iraq
Cankuzo,-3.1450876,30.589869985287194,Burundi
Bani Waleed,31.33437845,34.32475474259384,Libya
Adigrat,14.2774132,39.4614983,Ethiopia
Maungdaw,20.8269243,92.3661178,Myanmar
Amritsar,31.6343083,74.8736788,Bassas da India
Hajjah,16.0,43.25,Yemen
Panchkula,30.7137692,76.86827600027706,Bassas da India
Birendranagar,28.59887315,81.60585694604744,Nepal
Bissora,12.2235221,-15.4507416,Guinea-Bissau
Donetska,50.4289012,30.4450598,Ukraine
Capiz,11.3852987,122.6377315,Philippines
Dhaka,23.7644025,90.389015,Bangladesh
Analamanga (Region),-18.6000004,47.51310021616148,Madagascar
Simiyu Region,-2.9370701,33.7006447,United Republic of Tanzania
Kalagi,17.353429,77.1532997,Gambia
Mindat,21.436094750000002,93.35805266634624,Myanmar
Konni,9.2714748,77.0610707495188,Niger
Pasar Gotong Royong,-3.6937552,128.179026,Indonesia
Alto Molócuè,-15.6325077,37.6846186,Mozambique
Mugina,-2.1135421,29.956343,Rwanda
Adilabad,19.5,78.5,Bassas da India
Ruhengeri,-1.50405,29.63631,Rwanda
Municipal,3.4478522,-76.5122142,Myanmar
Cacheu,12.274246,-16.1648911,Guinea-Bissau
Bembèrèkè,10.25395885,2.750742720088743,Benin
Jbeil,34.123528,35.6492047,Lebanon
Dohuk,36.8542598,42.9924528,Iraq
Bongolava (Region),-18.5916863,46.30781672201059,Madagascar
Afmadow,0.6181757,41.824659772052286,Somalia
Gacurabwenge,-1.9982495500000002,29.896244600024964,Rwanda
Buyengero,-3.814518,29.5426521,Burundi
Taboye,16.7147217,-0.2586111,Mali
Siabuwa,-17.4574967,28.1263035,Zimbabwe
Kamonia,-6.8792355,20.9296344,Democratic Republic of the Congo
Grand marché (Nzerekore),7.7512896,-8.8213496,Guinea
Thiri Mingalar Market,16.8423984,96.1114062,Myanmar
Ngabu,-0.8999695,11.6899699,Malawi
Santhe,-13.4052161,32.0788799,Malawi
Kathmandu,27.708317,85.3205817,Nepal
Jumbo,42.778883,-81.208177,Zimbabwe
Burco,9.5277644,45.5381093,Somalia
Lodwar town,-33.959397,18.5648254,Kenya
Mara Region,-1.6409527,33.8421608,United Republic of Tanzania
Amoron'I Mania (Region),-20.4591292,46.72639219499414,Madagascar
Wa,47.2868352,-120.212613,Ghana
Inshaat,41.095490350000006,45.343974599999996,Syrian Arab Republic
Caio,52.0417208,-3.9321304,Guinea-Bissau
Tarlac,15.4937252,120.4964091,Philippines
Kabarondo,-2.00884485,30.558977218889652,Rwanda
Gujba (Buni Yadi),11.2761253,12.0077062,Nigeria
Gasorwe,-2.84883,30.235979320152726,Burundi
Kezi,34.8651,46.1397,Zimbabwe
Pampanga,15.0519635,120.6445398,Philippines
Gicumbi,-1.614267,30.118655987697807,Rwanda
Tshikele,-6.633333,22.6,Democratic Republic of the Congo
Byumba,-1.577341,30.0640012,Rwanda
Kasungu,-12.992487650000001,33.472356695915096,Malawi
Port-au-Prince,18.547327,-72.3395928,Haiti
Maskanah,35.960035,38.0412782,Syrian Arab Republic
Mokhotlong,-29.2190697,29.0351369,Lesotho
Ein Issa,36.40034085,38.85005171789865,Syrian Arab Republic
Bunj,9.9633955,33.7259061,South Sudan
Kayero,-3.810759,30.1200597,Burundi
Bubare,-0.5670206,30.0691935,Rwanda
Area 23,-43.3054358,-65.0552953,Malawi
Ginnir,7.138336,40.7193506,Ethiopia
Jandar,38.1058502,44.4150228,Syrian Arab Republic
Adjelhoc,19.4649,0.8549,Mali
Atareb,36.1393709,36.8234774,Syrian Arab Republic
Kurnool,15.8309251,78.0425373,Bassas da India
Potosi,-20.666667,-66.666667,Bolivia
Rumonge,-3.87550755,29.470620714130433,Burundi
Myin Hlut,20.633421,92.503532,Myanmar
Davao Oriental,7.166667,126.333333,Philippines
Jaramana,51.1638175,10.4478313,Syrian Arab Republic
Nyagasasa,-3.5942681,29.5911101,Burundi
Douala-Sandaga,4.0615416,9.7010082,Cameroon
Itasy (Region),-19.0535322,46.99220107204388,Madagascar
Mugera,-3.3206755,29.9631891,Rwanda
Pasar Pancasila,-7.4717945,112.44593219197326,Indonesia
Bakandi,9.5545,16.2064,Congo
Maseru,-29.5816942,27.8243208,Lesotho
Qacha's Nek,-29.9656502,28.7380611,Lesotho
Sayoun,5.7672304,-9.7258794,Yemen
Mutarara,-17.22562155,35.119530775153116,Mozambique
Zomba,-15.3863208,35.3268273,Malawi
Chilinga,-13.1058462,-73.8766751,Malawi
Gathi Loumo,15.4693603,-4.6116866,Mali
Pasar Weru,1.4567512,124.84020418340708,Indonesia
Pasar Wosi,-0.8672868,134.0504897276831,Indonesia
Mchinji,-13.782889749999999,33.020473863724945,Malawi
Kagera Region,-1.5825315,31.4798031,United Republic of Tanzania
Bolero,-10.9811424,33.7412437,Malawi
Boali,4.8089514,18.1140203,Central African Republic
Anbar,32.7889443,41.6093983,Iraq
Narayanghat,27.6944263,84.4225786,Nepal
Rosso,46.2077151,8.2348477,Mauritania
Leribe,-29.0182683,28.2636997,Lesotho
Keserwan,34.0769763,35.81462470344061,Lebanon
Sare Bojo,13.3286355,-14.5165527,Gambia
Banias,35.1820319,35.9449068,Syrian Arab Republic
Sar-e-Pul,35.5532126,66.2426766,Afghanistan
Pasar Dinoyo,-7.5912495,112.42891640470428,Indonesia
Boujdour,26.1263378,-14.4836537,Algeria
Gyumri,40.7852085,43.8416095,Armenia
Palawan,11.083365350000001,120.91639641658887,Philippines
Tubod,8.0486582,123.7961839,Philippines
Birambo,-1.3337457,30.1017201,Rwanda
Marangara,-2.7423205,29.9941415,Burundi
Monkey Bay,-14.0831457,34.9145436,Malawi
Saida,33.5618345,35.3780338,Lebanon
Safim,11.931923,-15.615397,Guinea-Bissau
Yusufari,13.0683,11.1758,Nigeria
Jabalpur,23.1608938,79.9497702,Bassas da India
Bikaner,28.0159286,73.3171367,Bassas da India
Kara-Suu,40.7079547,72.8801867,Kyrgyzstan
Gatunda,-1.41162485,30.186830726550646,Rwanda
Garowe,8.59218265,48.89587914135295,Somalia
Kinazi,-2.3873978,29.7888034,Rwanda
Lattakia,35.5200185,35.7781044,Syrian Arab Republic
Simdega,22.6664325,84.5502679119221,Bassas da India
Shire,-17.3042526,35.2900922,Ethiopia
Haoussa Foulane,15.9950335,0.1318031,Mali
Kamenge,-3.3455362,29.3863122,Burundi
Bangui,4.3907153,18.5509126,Central African Republic
Butembo,0.12460345,29.289273009581915,Democratic Republic of the Congo
Shahdol,23.3002343,81.364771,Bassas da India
Marigat town,0.46079064999999997,35.97106605435438,Kenya
Tamale,9.4051992,-0.8423986,Ghana
S'ang,57.6728214,14.8510919,Cambodia
Angónia,-14.76898315,34.14447388692159,Mozambique
Karabak,39.9739208,46.65110431493472,Kyrgyzstan
Bamenda,5.9614117,10.1516505,Cameroon
Shariff Aguak,6.8610172,124.4444871,Philippines
Gurgaon,28.42826235,77.00270014657752,Bassas da India
Aoujeft,20.0260444,-13.0547635,Mauritania
Njombe Region,-9.1210886,34.4316775,United Republic of Tanzania
Karachi,24.8546842,67.0207055,Pakistan
Basrah,51.8650996,-2.1155356999999997,Iraq
Zahle,33.8476479,35.9026269,Lebanon
Bankoma,13.3768089,-3.7972583,Mali
Ulongwe,-14.840581799999999,35.16942277555084,Malawi
Mutaho,-3.2236327,29.6041253,Burundi
Bégoua,13.1757745,7.25114,Central African Republic
Douala-Marché Central,4.95672805,9.93876872694672,Cameroon
Kan Nar Market,14.0720918,98.1857846,Myanmar
Phekhon,19.8687118,97.0053025,Myanmar
Ntchisi,-13.27698805,33.854627197691315,Malawi
Calapan,13.4145513,121.179543,Philippines
Busra al Sham,32.5191381,36.4805732,Syrian Arab Republic
Albayda,37.2009214,-3.6186091,Libya
Saravane,15.87128,106.3389565,Lao People's Democratic Republic
Jacmel,18.2352587,-72.5375127,Haiti
Mambale,0.4669169,29.2623797,Zimbabwe
Khatlon,37.8804734,69.2636923,Tajikistan
Gangaw,21.795756599999997,94.1575177345438,Myanmar
Pasar Pondok Gede (Kota Bekasi),-6.28384915,106.91329566978168,Indonesia
Pasar Mardika,-3.686871,128.1842166048627,Indonesia
Marib,15.5986243,45.2598934,Yemen
Miko,58.4889083,26.6037701,Rwanda
Masyaf,35.0620038,36.3437605,Syrian Arab Republic
Rubkona,9.283756700000001,29.634865016441445,South Sudan
Twinkwavu,-3.2623587,30.6548429,Burundi
Kalay,-4.73192,18.5513,Myanmar
Mashava,-20.045421,30.488972,Zimbabwe
Rukomo,-1.629161,30.1030965,Rwanda
Mpumelelo,-19.0695051,28.7725979,Zimbabwe
Zè,43.0402358,-0.0498884,Benin
Jowai,25.4434703,92.1973181,Bassas da India
Ghiryan,32.1715873,13.0211451,Libya
Kunar,34.95,71.133333,Afghanistan
Junda (Mombasa),-4.0267233,39.6759721,Kenya
Pasar Lama,3.4686809,97.2456225,Indonesia
Aba,5.112735,7.364349,Nigeria
Janzour,32.8254462,13.0262526,Libya
Bengaluru,12.9767936,77.590082,Bassas da India
Pasar Dwikora,3.6631474,98.715518,Indonesia
Samara,53.198627,50.113987,Algeria
T.Puram,13.0064917,76.1005354,Bassas da India
Kawangware (Nairobi),-1.2784631,36.751643,Kenya
Sughd,40.5244768,69.9577679,Tajikistan
Mtapa,-19.4429277,29.8026144,Zimbabwe
Kailahun,8.277001,-10.573943,Sierra Leone
Mbare,-0.9220095,31.0367526,Zimbabwe
Murzuq,24.5351182,15.2592288,Libya
Cap-Haitien,19.7595236,-72.2008068,Haiti
Delhi,28.6517178,77.2219388,Bassas da India
Camarines Sur,13.7271157,123.32885895465554,Philippines
Al Mafraq,24.3286297,54.60599507277023,Jordan
Tumakuru,13.3400771,77.1006208,Bassas da India
Borikhamxay,18.5806594,104.1491594,Lao People's Democratic Republic
Kaura Namoda,12.5941248,6.5860718,Nigeria
Sik'ela,13.0895954,39.0106519,Ethiopia
Inhambane,-22.779116,34.5661741,Mozambique
Ruhango,-1.85677625,29.38441773028257,Rwanda
Manzini,-26.4958706,31.3695887,Swaziland
Gonaives,19.4460597,-72.6884336,Haiti
Selenge,49.3910136,107.0629034,Mongolia
Phongsaly,21.6767816,102.2773177,Lao People's Democratic Republic
Iloilo,10.9522168,122.5799456,Philippines
Kong Chang,13.751652,100.532306,Myanmar
Berhampur,21.49308515,86.63272982626935,Bassas da India
Songani,-15.3025672,35.4458715,Malawi
Mocuba,-16.8519695,36.878526564952246,Mozambique
Kinshasa,-4.3217055,15.3125974,Democratic Republic of the Congo
Ngwena gare,-6.38369115,26.637093450000002,Democratic Republic of the Congo
Mabasa,9.9322793,123.563671,Zimbabwe
Nchalo,-16.2696581,34.8708606,Malawi
Durg,21.1982964,81.40079215767969,Bassas da India
Gunjur,13.17602,-16.759896,Gambia
Mansi,25.54595535,86.55036799425176,Myanmar
Tulkarem,32.3111468,35.0275505,State of Palestine
As-Safira,15.430811,44.723962,Syrian Arab Republic
Macenta,8.294829199999999,-9.209446285065466,Guinea
At-Tall,33.6086226,36.3119984,Syrian Arab Republic
Ekrema,42.6555086,21.1597192,Syrian Arab Republic
Pasar Badung,-8.656297,115.21242345050814,Indonesia
Lahe,58.580612599999995,27.20883110189201,Myanmar
Bokaro,23.699127949999998,85.99106894165021,Bassas da India
Namhkam Market,23.8297301,97.595013,Myanmar
Mugombwa,-1.102654,29.6051648,Rwanda
Mucheke,-20.0842742,30.8117705,Zimbabwe
Galeng,35.7626298,102.2736154,Myanmar
Pasar Lapang,3.53789225,116.60951793947882,Indonesia
N'tillit,15.5223868,-0.4770194,Mali
Samangan,36.0,67.666667,Afghanistan
Pasar Arengka,0.464182,101.4186374,Indonesia
Yoko,2.40297755,23.94805618280121,Benin
Kerbela,32.6156423,44.0348194,Iraq
Tiruvanantapuram,8.4882267,76.947551,Bassas da India
Kiffa,16.6161559,-11.4002038,Mauritania
Damazin,11.8073636,34.3656298,Sudan
Hawash,35.5499651,36.3805412,Syrian Arab Republic
Sorsogon,12.833333,123.916667,Philippines
Beletweyne,4.7367735,45.2038881,Somalia
Budum,-4.8842235,145.6686934,Nigeria
Thala Barivat,13.5717715,105.941917,Cambodia
Pasar Puring,-6.24140505,106.78909201660578,Indonesia
Mangamba,4.7638909,9.8754845,Malawi
Istaravshan,39.9080152,68.9956351,Tajikistan
Amaveni,-18.9248658,29.7817689,Zimbabwe
Mwaro,-3.4650043,29.6708508,Burundi
Nthalire,-10.3506755,33.6414169,Malawi
Osaka,34.661629000000005,135.49992679245517,Japan
Burambi,-3.809995,29.5451056,Burundi
Mathare (Nairobi),-1.2638276,36.85946663613474,Kenya
Muzzafarpur,26.11806255,85.31320562799439,Bassas da India
Talas,38.6908169,35.5518755,Kyrgyzstan
Pasar Cinde,-2.980295,104.7553069,Indonesia
Lindi Region,-9.3985098,37.8997467,United Republic of Tanzania
Ntcheu,-14.83041285,34.765831629561944,Malawi
Panama,8.559559,-81.1308434,Panama
Mekele,13.4966644,39.4768259,Ethiopia
Kyzyl-Tuu,41.1101753,72.1922704,Kyrgyzstan
Balangir,20.74978325,83.44097217446247,Bassas da India
Owdweyne,9.260468750000001,44.98592272114814,Somalia
Al Fiq,23.2010573,57.6796486,Syrian Arab Republic
Kakuma 3,3.753338,34.825154,Kenya
Parwan,34.9797014,68.9146703,Afghanistan
Wompou,15.1315345,-12.7241346,Mauritania
Kinama,-3.3334797,29.3767699,Burundi
Rajbiraj,26.539598,86.74855,Nepal
Pasar Wameo,-5.45797215,122.59363075479142,Indonesia
Badakhshan,36.8040254,71.367658,Afghanistan
Metro Manila,14.5736108,121.0329706,Philippines
Qudsiya,-6.79731885,39.23170399849487,Syrian Arab Republic
Sekondi/Takoradi,4.927456,-1.7490216,Ghana
Suzak,40.896861,72.9119207,Kyrgyzstan
Kintampo,8.053714,-1.728919,Ghana
Zwara,35.8977325,68.303636,Libya
Zongo,4.176119699999999,18.715348089610323,Democratic Republic of the Congo
Mabayi,-2.7155058,29.2444205,Burundi
Kiboga,0.85925585,31.928348891802138,Uganda
Dangbo,6.5662073,2.51544769354959,Benin
Boma,-5.85,13.05,Democratic Republic of the Congo
Boghé,16.5955353,-14.2603202,Mauritania
Matadi,-5.79740005,13.494820298074796,Democratic Republic of the Congo
Na Rat Sar,49.4856202,6.9387604,Myanmar
Tuan Jie Cun,40.3663421,110.6907431,Myanmar
Pasar Kopindo,-5.112470500000001,105.30438794005535,Indonesia
Tartous,34.8936225,35.885167,Syrian Arab Republic
Isiro,2.7742702,27.6208169,Democratic Republic of the Congo
Sucre,-19.0477251,-65.2594306,Bolivia
Qaryatein,34.2288871,37.2382992,Syrian Arab Republic
Pasar Sukaramai (Kota Medan),3.5824540999999996,98.7037432003668,Indonesia
Ihorombe (Region),-22.632789600000002,46.09956582015383,Madagascar
Kapoeta South,4.407973200000001,33.780320402169465,South Sudan
Pasar Pembangunan,-6.28905025,106.84204794437818,Indonesia
Jeremie,18.6445835,-74.1139182,Haiti
Farim,12.4823646,-15.2196439,Guinea-Bissau
Pasar Wonokromo,-7.87048405,110.39178818008314,Indonesia
Mpita,-4.8188912,11.9085701,Malawi
Diredawa,9.5913193,41.8566373,Ethiopia
Davao de Oro,7.45,126.07,Philippines
Bandundu ville,-11.6991531,27.4474822,Democratic Republic of the Congo
Shiselweni,-27.024344,31.313400298036466,Swaziland
Chintheche,-11.8313824,34.1693013,Malawi
Naga,13.6240122,123.1850318,Philippines
Pasar Anyar (Kota Bogor),-6.59162995,106.79214214481371,Indonesia
Bissau-Plack,11.8561921,-15.5885948,Guinea-Bissau
Njube,-20.135463,28.5306079,Zimbabwe
Tura,47.3900474,0.6889268,Bassas da India
Balykchy,42.456892,76.1960866,Kyrgyzstan
Hasbaya,33.398014,35.68202,Lebanon
Nouadhibou,20.9547706,-17.03469577096939,Mauritania
Chiradzulu,-15.754719999999999,35.20553617052023,Malawi
Barkeol,16.640389,-12.498493,Mauritania
Tidjikja,18.5545158,-11.4325834,Mauritania
Layoun,49.3679839,2.418495,Algeria
Mbaïki,3.8728278,17.9860847,Central African Republic
Siakobvu,-17.1326463,28.3629726,Zimbabwe
Kadugli,11.07259465,29.60101162674514,Sudan
Takavarasha,-20.3313581,30.307695647432656,Zimbabwe
Garu,23.59819585,84.21216092475208,Ghana
Pasar Kliwon,-7.5859607,110.8340845,Indonesia
Zamboanga del Sur,7.9043,123.3194,Philippines
Nhacra,11.961735,-15.596988,Guinea-Bissau
Damofalls Park,-17.8397886,31.2255335,Zimbabwe
Bo,-17.0568696,-64.9912286,Sierra Leone
Itanagar,27.0979659,93.6237291,Bassas da India
Gihogazi,-3.1222513,30.0034319,Burundi
Filtu,5.115379,40.6591506,Ethiopia
Batangafo,7.3039831,18.2910914,Central African Republic
Port Sudan,19.619217,37.211709,Sudan
As-Suqaylabiyah,35.3826185,36.4492355,Syrian Arab Republic
Janakpurdham,26.73015775,85.93176714563675,Nepal
Doolow,3.99101225,42.11368935536676,Somalia
At-Bashi,41.1703178,75.8092334,Kyrgyzstan
Mabanda,-4.2743686,29.7754932,Burundi
Gavar,40.3565276,45.13134729280446,Armenia
Pasar Mandonga,-3.9820407,122.5149433,Indonesia
Kindu,46.5991771,24.8879086,Democratic Republic of the Congo
Negros Oriental,9.75,123.0,Philippines
Soroti,1.7879059499999999,33.60681558084007,Uganda
Niafunké,15.931,-3.99,Mali
Iringa Region,-7.7742718,35.4826339,United Republic of Tanzania
Rutenga,-1.2536295,29.9791236,Zimbabwe
Pasar Bungur,-6.1744233,106.8445744,Indonesia
Pasar Antasari,-2.4220181,115.26265365,Indonesia
Quebo,11.5388759,-14.7678444,Guinea-Bissau
Ajmer,26.4691,74.639,Bassas da India
Gumla,23.0916741,84.5738480719802,Bassas da India
Aleg,17.0527177,-13.9152949,Mauritania
Komanda,1.3663891,29.9594441,Democratic Republic of the Congo
Jalalabad,27.6768536,79.53978401514607,Afghanistan
Pasar Kebon Roek,-8.5651707,116.07797306282998,Indonesia
Ouanaminthe,19.5485315,-71.7258332,Haiti
Al Bayda,14.34166,45.394422,Yemen
Vassala,8.7731568,-9.6266488,Mauritania
Katihar,25.559100100000002,87.64745595714365,Bassas da India
Hrak,51.499674850000005,31.291934571632126,Syrian Arab Republic
Ashtarak,40.2886849,44.3613061,Armenia
Kangemi (Nairobi),-1.2654259,36.7525183,Kenya
Kerben,50.3103652,7.3591284,Kyrgyzstan
Quthing,-30.3601252,27.9855738,Lesotho
Al Ghaidha,17.476845,44.076526,Yemen
Mwanza,-2.5196915,32.9014417,Malawi
Kibirizi,-2.3674767,29.912322363956346,Rwanda
Lin Haw,22.77647,98.83702,Myanmar
Pasar Bastiong,0.7668556,127.3757954,Indonesia
Kimironko,-1.942618,30.1382016,Rwanda
Masanganzira,-2.8171,30.09504,Burundi
Bishkek,42.8777895,74.6066926,Kyrgyzstan
Ayodhya,26.7990707,82.2052321,Bassas da India
Xitole,11.7349442,-14.8144697,Guinea-Bissau
Mbarara,-0.4180848,30.573737377548046,Uganda
Banjul,13.4410165,-16.56275092072591,Gambia
Imphal,24.7991162,93.9364419,Bassas da India
Pasar Manis,-7.65579895,109.12788657567896,Indonesia
Lanao del Sur,7.8776443,124.3754759,Philippines
Abeche,13.8280295,20.8283652,Chad
Mamfé,5.7527723,9.315211,Cameroon
Kahemba,-7.2919121,18.9582005,Democratic Republic of the Congo
Tanène,9.806715,-13.4924555,Guinea
Sittwe,20.15,92.9,Myanmar
Mondol Kiri,12.7396454,107.00882593208544,Cambodia
Adel Bagrou,15.4975,-6.950556,Mauritania
Bigene,12.439277,-15.535395,Guinea-Bissau
Minsk,53.9024716,27.5618225,Belarus
Prabis,11.8005341,-15.7401575,Guinea-Bissau
Pasar Ngadirojo,-7.8140424500000005,110.99545634979452,Indonesia
Kidal,19.802089000000002,0.7253124568557916,Mali
Pasar Inpres,-6.160671,106.778858,Indonesia
Bourem Inaly,16.6904119,-2.8515344,Mali
Mukamira,-1.614956,29.5010765,Rwanda
Volyn,51.5451167,24.6627893,Ukraine
Manton,43.7753495,7.5029213,Myanmar
Gwandu,12.4893811,4.627794873242951,Nigeria
Panaji,15.4989946,73.8282141,Bassas da India
Bourem,16.9575282,-0.3468008,Mali
Mota,46.546607,16.2301396,Ethiopia
Rupangwana,-20.9997425,32.15167606018552,Zimbabwe
Mbizo 2,-18.9024903,29.8456907,Zimbabwe
Nawa,32.8909237,36.0396984,Syrian Arab Republic
Ouangolodougou,10.070491,-4.8057507,Cote d'Ivoire
Nyakarambi,-2.2740364,30.6756473,Rwanda
Takhar,36.5940732,69.7938996,Afghanistan
Sonaco,12.3951689,-14.4838361,Guinea-Bissau
Balcad,2.40537355,45.78459265495574,Somalia
Fayzabad,37.216341,70.613481,Afghanistan
Chennai,13.0836939,80.270186,Bassas da India
Ruyigi,-3.5172574,30.2480394,Burundi
Mutena,-6.766667,21.166667,Democratic Republic of the Congo
Dogbo,6.801846,1.7815205,Benin
Pang Yang,22.12747,98.79648,Myanmar
Pasar Kanoman,-6.7210836,108.56762566955267,Indonesia
Champassack,14.84273,105.71858439467431,Lao People's Democratic Republic
Jezzine,33.5439343,35.5843949,Lebanon
Kayogoro,-4.1176232,29.945015,Burundi
Shillong,25.5760446,91.8825282,Bassas da India
Birao,10.2961965,22.7809907,Central African Republic
Aklan,11.6297894,122.2481177,Philippines
Sultan Kudarat,6.5556705,124.3271496,Philippines
